Ex: 1	 True Labels: [0, 5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 683	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 684	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 685	 True Labels: [4, 5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 686	 True Labels: [5]	 MINAS-BR Prediction: [0, 4]
Ex: 687	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 688	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 689	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 690	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 691	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 692	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 693	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 694	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 695	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 696	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 697	 True Labels: [5]	 MINAS-BR Prediction: [0, 4]
Ex: 698	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 699	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 700	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 701	 True Labels: [5]	 MINAS-BR Prediction: [0, 4]
Ex: 702	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 703	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 704	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 705	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 706	 True Labels: [5]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 707	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 708	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 709	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 710	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 711	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 712	 True Labels: [5]	 MINAS-BR Prediction: [1, 4]
Ex: 713	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 714	 True Labels: [5]	 MINAS-BR Prediction: [1, 4]
Ex: 715	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 716	 True Labels: [5]	 MINAS-BR Prediction: unknwon
Ex: 717	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 718	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 719	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 720	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 721	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 722	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 723	 True Labels: [5]	 MINAS-BR Prediction: [0]
Ex: 724	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 725	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 726	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 727	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 728	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 729	 True Labels: [3, 5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 730	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 731	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 732	 True Labels: [5]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 733	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 734	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 735	 True Labels: [5]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 736	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 737	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 738	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 739	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 740	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 741	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 742	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 743	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 744	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 745	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 746	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 747	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 748	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 749	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 750	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 751	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 752	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 753	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 754	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 755	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 756	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 757	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 758	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 759	 True Labels: [5]	 MINAS-BR Prediction: [0, 4]
Ex: 760	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 761	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 762	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 763	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 764	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 765	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 766	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 767	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 768	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 769	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 770	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 771	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 772	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 773	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 774	 True Labels: [0, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 775	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 776	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 777	 True Labels: [0, 4]	 MINAS-BR Prediction: [1, 3]
Ex: 778	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 779	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 780	 True Labels: [0]	 MINAS-BR Prediction: [4]
Ex: 781	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 782	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 783	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 784	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 785	 True Labels: [0]	 MINAS-BR Prediction: [0]
Ex: 786	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 787	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 788	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 789	 True Labels: [0]	 MINAS-BR Prediction: [0, 4]
Ex: 790	 True Labels: [0]	 MINAS-BR Prediction: [3, 4]
Ex: 791	 True Labels: [0, 4]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 792	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 793	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 794	 True Labels: [0, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 795	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 796	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 797	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 798	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 799	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 800	 True Labels: [0]	 MINAS-BR Prediction: [0, 3]
Ex: 801	 True Labels: [0, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 802	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 803	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 804	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 805	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 806	 True Labels: [0]	 MINAS-BR Prediction: [0]
Ex: 807	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 808	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 809	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 810	 True Labels: [0, 5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 811	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 812	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 813	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 814	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 815	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 816	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 817	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 818	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 819	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 820	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 821	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 822	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 823	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 824	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 825	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 826	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 827	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 828	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 829	 True Labels: [0, 5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 830	 True Labels: [0]	 MINAS-BR Prediction: unknwon
Ex: 831	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 832	 True Labels: [0, 5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 833	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 834	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 835	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 836	 True Labels: [0]	 MINAS-BR Prediction: unknwon
Ex: 837	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 838	 True Labels: [0]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 839	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 840	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 841	 True Labels: [0]	 MINAS-BR Prediction: [0, 3]
Ex: 842	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 843	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 844	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 845	 True Labels: [0]	 MINAS-BR Prediction: unknwon
Ex: 846	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 847	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 848	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 849	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 850	 True Labels: [0, 5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 851	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 852	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 853	 True Labels: [0]	 MINAS-BR Prediction: [0]
Ex: 854	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 855	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 856	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 857	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 858	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 859	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 860	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 861	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 862	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 863	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 864	 True Labels: [0]	 MINAS-BR Prediction: [0, 4]
Ex: 865	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 866	 True Labels: [0]	 MINAS-BR Prediction: [0]
Ex: 867	 True Labels: [0]	 MINAS-BR Prediction: [0, 4]
Ex: 868	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 869	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 870	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 871	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 872	 True Labels: [0]	 MINAS-BR Prediction: [0, 4]
Ex: 873	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 874	 True Labels: [0]	 MINAS-BR Prediction: [0, 1]
Ex: 875	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 876	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 877	 True Labels: [0]	 MINAS-BR Prediction: [0, 4]
Ex: 878	 True Labels: [0]	 MINAS-BR Prediction: [0, 3]
Ex: 879	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 880	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 881	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 882	 True Labels: [0, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 883	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 884	 True Labels: [0]	 MINAS-BR Prediction: [0]
Ex: 885	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 886	 True Labels: [0, 4]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 887	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 888	 True Labels: [0]	 MINAS-BR Prediction: [0, 4]
Ex: 889	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 890	 True Labels: [0]	 MINAS-BR Prediction: [0, 4]
Ex: 891	 True Labels: [0]	 MINAS-BR Prediction: [0]
Ex: 892	 True Labels: [0]	 MINAS-BR Prediction: [0, 4]
Ex: 893	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 894	 True Labels: [0]	 MINAS-BR Prediction: [0, 4]
Ex: 895	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 896	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 897	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 898	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 899	 True Labels: [0, 5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 900	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 901	 True Labels: [0]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 902	 True Labels: [0]	 MINAS-BR Prediction: [0, 4]
Ex: 903	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 904	 True Labels: [0, 5]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 905	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 906	 True Labels: [0, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 907	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 908	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 909	 True Labels: [0]	 MINAS-BR Prediction: [0]
Ex: 910	 True Labels: [0]	 MINAS-BR Prediction: [0, 4]
Ex: 911	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 912	 True Labels: [0]	 MINAS-BR Prediction: [0, 3]
Ex: 913	 True Labels: [0]	 MINAS-BR Prediction: [0, 3]
Ex: 914	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 915	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 916	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 917	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 918	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 919	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 920	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 921	 True Labels: [0]	 MINAS-BR Prediction: [0]
Ex: 922	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 923	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 924	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 925	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 926	 True Labels: [0]	 MINAS-BR Prediction: [0, 4]
Ex: 927	 True Labels: [0, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 928	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 929	 True Labels: [0, 4]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 930	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 931	 True Labels: [0]	 MINAS-BR Prediction: [0]
Ex: 932	 True Labels: [0]	 MINAS-BR Prediction: [0, 3]
Ex: 933	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 934	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 935	 True Labels: [0, 4]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 936	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 937	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 938	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 939	 True Labels: [0, 3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 940	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 941	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 942	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 943	 True Labels: [0, 5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 944	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 945	 True Labels: [0]	 MINAS-BR Prediction: [0]
Ex: 946	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 947	 True Labels: [0, 4]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 948	 True Labels: [0, 4]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 949	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 950	 True Labels: [0, 4]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 951	 True Labels: [0]	 MINAS-BR Prediction: [1]
Ex: 952	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 953	 True Labels: [0, 4]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 954	 True Labels: [0, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 955	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 956	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 957	 True Labels: [0]	 MINAS-BR Prediction: [0]
Ex: 958	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 959	 True Labels: [0]	 MINAS-BR Prediction: [0, 4]
Ex: 960	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 961	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 962	 True Labels: [0]	 MINAS-BR Prediction: [0, 1]
Ex: 963	 True Labels: [0]	 MINAS-BR Prediction: [0, 3]
Ex: 964	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 965	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 966	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 967	 True Labels: [0, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 968	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 969	 True Labels: [0]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 970	 True Labels: [0]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 971	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 972	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 973	 True Labels: [0]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 974	 True Labels: [1]	 MINAS-BR Prediction: [0]
Ex: 975	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 976	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 977	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 978	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 979	 True Labels: [1]	 MINAS-BR Prediction: unknwon
Ex: 980	 True Labels: [1]	 MINAS-BR Prediction: unknwon
Ex: 981	 True Labels: [1]	 MINAS-BR Prediction: unknwon
Ex: 982	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 983	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 984	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 985	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 986	 True Labels: [1]	 MINAS-BR Prediction: unknwon
Ex: 987	 True Labels: [1]	 MINAS-BR Prediction: unknwon
Ex: 988	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 989	 True Labels: [1]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 990	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 991	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 992	 True Labels: [2, 3]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 993	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 994	 True Labels: [2, 3]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 995	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 996	 True Labels: [2]	 MINAS-BR Prediction: [1, 4]
Ex: 997	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 998	 True Labels: [2, 3, 4]	 MINAS-BR Prediction: [0, 3]
Ex: 999	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1000	 True Labels: [2, 3]	 MINAS-BR Prediction: unknwon
Removed examples from short-time-memory: 177	 True labels: [1]
Removed examples from short-time-memory: 192	 True labels: [1]
Removed examples from short-time-memory: 217	 True labels: [1]
Removed examples from short-time-memory: 231	 True labels: [1]
Removed examples from short-time-memory: 317	 True labels: [3]
Ex: 1001	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1002	 True Labels: [2, 4]	 MINAS-BR Prediction: [0, 3]
Ex: 1003	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1004	 True Labels: [2]	 MINAS-BR Prediction: [0]
Ex: 1005	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1006	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1007	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1008	 True Labels: [2]	 MINAS-BR Prediction: [0]
Ex: 1009	 True Labels: [2, 3]	 MINAS-BR Prediction: [1, 3]
Ex: 1010	 True Labels: [2, 3]	 MINAS-BR Prediction: [0, 3]
Ex: 1011	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1012	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1013	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1014	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1015	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1016	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1017	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1018	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
